[01-Sep-2017 12:54:35 Europe/Berlin] ::session.inc:439:[before upgrade] include_once(./tmp/faillog.php): failed to open stream: No such file or directory
[01-Sep-2017 12:54:35 Europe/Berlin] ::session.inc:439:[before upgrade] include_once(): Failed opening './tmp/faillog.php' for inclusion (include_path='.;E:\xampp\php\PEAR')
[01-Sep-2017 12:54:35 Europe/Berlin] ::current_user.inc:686:[before upgrade] Invalid argument supplied for foreach()
[01-Sep-2017 12:54:35 Europe/Berlin] ::current_user.inc:686:[before upgrade] Invalid argument supplied for foreach()
[01-Sep-2017 12:54:36 Europe/Berlin] 0::session.inc:489:[before upgrade] include(./company/0/installed_extensions.php): failed to open stream: No such file or directory
[01-Sep-2017 12:54:36 Europe/Berlin] 0::session.inc:489:[before upgrade] include(): Failed opening './company/0/installed_extensions.php' for inclusion (include_path='.;E:\xampp\php\PEAR')
[01-Sep-2017 12:54:36 Europe/Berlin] 0::hooks.inc:239:[before upgrade] Invalid argument supplied for foreach()
[01-Sep-2017 12:54:36 Europe/Berlin] 0::current_user.inc:730:[before upgrade] opendir(./company/0/js_cache/0,./company/0/js_cache/0): The system cannot find the file specified. (code: 2)
[03-Sep-2017 13:59:42 Europe/Berlin] 0:admin:customer_payments.php:214: Creating default object from empty value
[03-Sep-2017 13:59:42 Europe/Berlin] 0:admin:allocation_cart.inc:374: Creating default object from empty value
[03-Sep-2017 14:01:07 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:01:45 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:02:38 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:03:07 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:03:42 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:03:47 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:04:25 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:09:29 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:09:31 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:14:09 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:14:34 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:19:35 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[03-Sep-2017 14:20:10 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
[04-Sep-2017 14:01:47 Europe/Berlin] 0:admin:connect_db_mysqli.inc:110: mysqli_fetch_array() expects parameter 1 to be mysqli_result, boolean given
